data,area,dose,num_dosi
2021-01-13,MOL,seconda_dose,0
2021-01-13,PUG,prima_dose,4478
2021-01-13,PUG,seconda_dose,0
2021-01-13,ABR,prima_dose,1253
2021-01-13,ABR,seconda_dose,0
2021-01-13,VDA,prima_dose,282
2021-01-13,VDA,seconda_dose,0
2021-01-13,BAS,prima_dose,913
2021-01-13,BAS,seconda_dose,0
2021-01-13,EMR,prima_dose,8984
2021-01-13,EMR,seconda_dose,0
2021-01-14,PUG,prima_dose,3987
2021-01-14,PUG,seconda_dose,0
2021-01-14,MAR,prima_dose,2010
2021-01-14,MAR,seconda_dose,0
2021-01-14,LIG,prima_dose,2606
2021-01-14,LIG,seconda_dose,0
2021-01-14,PAB,prima_dose,1615
2021-01-14,PAB,seconda_dose,0
2021-01-14,VDA,prima_dose,237
2021-01-14,VDA,seconda_dose,0
2021-01-14,MOL,prima_dose,646
2021-01-14,MOL,seconda_dose,0
2021-01-14,ABR,prima_dose,530
2021-01-14,ABR,seconda_dose,0
2021-01-14,BAS,prima_dose,967
2021-01-14,BAS,seconda_dose,0
2021-01-14,PAT,prima_dose,690
2021-01-14,PAT,seconda_dose,0
2021-01-14,VEN,prima_dose,6973
2021-01-14,VEN,seconda_dose,0
2021-01-14,CAL,prima_dose,2485
2021-01-14,CAL,seconda_dose,0
2021-01-14,LAZ,prima_dose,5196
2021-01-14,LAZ,seconda_dose,0
2021-01-14,TOS,prima_dose,3253
2021-01-14,TOS,seconda_dose,0
2021-01-14,FVG,prima_dose,2573
2021-01-14,FVG,seconda_dose,0
2021-01-14,SIC,prima_dose,5000
2021-01-14,SIC,seconda_dose,0
2021-01-14,LOM,prima_dose,25210
2021-01-14,LOM,seconda_dose,0
2021-01-14,UMB,prima_dose,772
2021-01-14,UMB,seconda_dose,0
2021-01-14,CAM,prima_dose,7073
2021-01-14,CAM,seconda_dose,0
2021-01-14,PIE,prima_dose,9737
2021-01-14,PIE,seconda_dose,0
2021-01-14,SAR,prima_dose,1104
2021-01-14,SAR,seconda_dose,0
2021-01-14,EMR,prima_dose,8007
2021-01-14,EMR,seconda_dose,0
2021-01-15,BAS,prima_dose,811
2021-01-15,BAS,seconda_dose,0
2021-01-15,ABR,prima_dose,379
2021-01-15,ABR,seconda_dose,0
2021-01-15,VDA,prima_dose,218
2021-01-15,VDA,seconda_dose,0
2021-01-15,LAZ,prima_dose,6163
2021-01-15,LAZ,seconda_dose,0
2021-01-15,FVG,prima_dose,2023
2021-01-15,FVG,seconda_dose,0
2021-01-15,PIE,prima_dose,8943
2021-01-15,PIE,seconda_dose,0
2021-01-15,CAL,prima_dose,1896
2021-01-15,CAL,seconda_dose,0
2021-01-15,SAR,prima_dose,1558
2021-01-15,SAR,seconda_dose,0
2021-01-15,CAM,prima_dose,4972
2021-01-15,CAM,seconda_dose,0
2021-01-15,SIC,prima_dose,4860
2021-01-15,SIC,seconda_dose,0
2021-01-15,UMB,prima_dose,692
2021-01-15,UMB,seconda_dose,0
2021-01-15,MAR,prima_dose,1771
2021-01-15,MAR,seconda_dose,0
2021-01-15,LOM,prima_dose,23714
2021-01-15,LOM,seconda_dose,0
2021-01-15,LIG,prima_dose,2063
2021-01-15,LIG,seconda_dose,0
2021-01-15,TOS,prima_dose,3878
2021-01-15,TOS,seconda_dose,0
2021-01-15,VEN,prima_dose,5763
2021-01-15,VEN,seconda_dose,0
2021-01-15,PAT,prima_dose,571
2021-01-15,PAT,seconda_dose,0
2021-01-15,PUG,prima_dose,4435
2021-01-15,PUG,seconda_dose,0
2021-01-15,PAB,prima_dose,2834
2021-01-15,PAB,seconda_dose,0
2021-01-15,MOL,prima_dose,538
2021-01-15,MOL,seconda_dose,0
2021-01-15,EMR,prima_dose,7381
2021-01-15,EMR,seconda_dose,0
2021-01-16,PIE,prima_dose,7740
2021-01-16,PIE,seconda_dose,0
2021-01-16,TOS,prima_dose,3247
2021-01-16,TOS,seconda_dose,0
2021-01-16,LIG,prima_dose,1249
2021-01-16,LIG,seconda_dose,0
2021-01-16,SAR,prima_dose,1491
2021-01-16,SAR,seconda_dose,0
2021-01-16,CAM,prima_dose,3371
2021-01-16,CAM,seconda_dose,0
2021-01-16,SIC,prima_dose,2599
2021-01-16,SIC,seconda_dose,0
2021-01-16,VEN,prima_dose,4501
2021-01-16,VEN,seconda_dose,0
2021-01-16,LOM,prima_dose,14292
2021-01-16,LOM,seconda_dose,0
2021-01-16,PAT,prima_dose,316
2021-01-16,PAT,seconda_dose,0
2021-01-16,FVG,prima_dose,1228
2021-01-16,FVG,seconda_dose,0
2021-01-16,MAR,prima_dose,2006
2021-01-16,MAR,seconda_dose,0
2021-01-16,PAB,prima_dose,2702
2021-01-16,PAB,seconda_dose,0
2021-01-16,MOL,prima_dose,420
2021-01-16,MOL,seconda_dose,0
2021-01-16,PUG,prima_dose,2442
2021-01-16,PUG,seconda_dose,0
2021-01-16,VDA,prima_dose,236
2021-01-16,VDA,seconda_dose,0
2021-01-16,ABR,prima_dose,587
2021-01-16,ABR,seconda_dose,0
2021-01-16,BAS,prima_dose,722
2021-01-16,BAS,seconda_dose,0
2021-01-16,UMB,prima_dose,220
2021-01-16,UMB,seconda_dose,0
2021-01-16,LAZ,prima_dose,5293
2021-01-16,LAZ,seconda_dose,0
2021-01-16,CAL,prima_dose,2367
2021-01-16,CAL,seconda_dose,0
2021-01-16,EMR,prima_dose,5409
2021-01-16,EMR,seconda_dose,7
2021-01-17,VDA,prima_dose,131
2021-01-17,VDA,seconda_dose,0
2021-01-17,MOL,prima_dose,48
2021-01-17,MOL,seconda_dose,30
2021-01-17,BAS,prima_dose,321
2021-01-17,BAS,seconda_dose,2
2021-01-17,ABR,prima_dose,180
2021-01-17,ABR,seconda_dose,7
2021-01-17,VEN,prima_dose,1580
2021-01-17,VEN,seconda_dose,350
2021-01-17,PAT,prima_dose,251
2021-01-17,PAT,seconda_dose,0
2021-01-17,CAL,prima_dose,783
2021-01-17,CAL,seconda_dose,66
2021-01-17,TOS,prima_dose,1973
2021-01-17,TOS,seconda_dose,513
2021-01-17,LAZ,prima_dose,4329
2021-01-17,LAZ,seconda_dose,106
2021-01-17,LOM,prima_dose,7837
2021-01-17,LOM,seconda_dose,197
2021-01-17,FVG,prima_dose,1717
2021-01-17,FVG,seconda_dose,1
2021-01-17,UMB,prima_dose,54
2021-01-17,UMB,seconda_dose,0
2021-01-17,CAM,prima_dose,702
2021-01-17,CAM,seconda_dose,453
2021-01-17,SIC,prima_dose,1184
2021-01-17,SIC,seconda_dose,47
2021-01-17,PIE,prima_dose,2864
2021-01-17,PIE,seconda_dose,647
2021-01-17,SAR,prima_dose,858
2021-01-17,SAR,seconda_dose,1
2021-01-17,PAB,prima_dose,2264
2021-01-17,PAB,seconda_dose,12
2021-01-17,PUG,prima_dose,1217
2021-01-17,PUG,seconda_dose,69
2021-01-17,LIG,prima_dose,559
2021-01-17,LIG,seconda_dose,0
2021-01-17,MAR,prima_dose,1549
2021-01-17,MAR,seconda_dose,49
2021-01-17,EMR,prima_dose,2507
2021-01-17,EMR,seconda_dose,249
2021-01-18,SIC,prima_dose,1361
2021-01-18,SIC,seconda_dose,112
2021-01-18,CAM,prima_dose,698
2021-01-18,CAM,seconda_dose,244
2021-01-18,FVG,prima_dose,1857
2021-01-18,FVG,seconda_dose,94
2021-01-18,PIE,prima_dose,5837
2021-01-18,PIE,seconda_dose,247
2021-01-18,SAR,prima_dose,776
2021-01-18,SAR,seconda_dose,124
2021-01-18,CAL,prima_dose,1003
2021-01-18,CAL,seconda_dose,190
2021-01-18,VEN,prima_dose,2484
2021-01-18,VEN,seconda_dose,204
2021-01-18,LAZ,prima_dose,4790
2021-01-18,LAZ,seconda_dose,489
2021-01-18,UMB,prima_dose,504
2021-01-18,UMB,seconda_dose,84
2021-01-18,PAT,prima_dose,581
2021-01-18,PAT,seconda_dose,53
2021-01-18,LOM,prima_dose,7776
2021-01-18,LOM,seconda_dose,973
2021-01-18,MAR,prima_dose,547
2021-01-18,MAR,seconda_dose,126
2021-01-18,LIG,prima_dose,1476
2021-01-18,LIG,seconda_dose,149
2021-01-18,TOS,prima_dose,1021
2021-01-18,TOS,seconda_dose,98
2021-01-18,MOL,prima_dose,114
2021-01-18,MOL,seconda_dose,0
2021-01-18,PUG,prima_dose,1496
2021-01-18,PUG,seconda_dose,349
2021-01-18,PAB,prima_dose,1544
2021-01-18,PAB,seconda_dose,5
2021-01-18,ABR,prima_dose,46
2021-01-18,ABR,seconda_dose,76
2021-01-18,BAS,prima_dose,357
2021-01-18,BAS,seconda_dose,99
2021-01-18,VDA,prima_dose,213
2021-01-18,VDA,seconda_dose,0
2021-01-18,EMR,prima_dose,2007
2021-01-18,EMR,seconda_dose,675
2021-01-19,MAR,prima_dose,141
2021-01-19,MAR,seconda_dose,84
2021-01-19,MOL,prima_dose,162
2021-01-19,MOL,seconda_dose,11
2021-01-19,PAB,prima_dose,677
2021-01-19,PAB,seconda_dose,130
2021-01-19,PUG,prima_dose,1208
2021-01-19,PUG,seconda_dose,4
2021-01-19,VDA,prima_dose,256
2021-01-19,VDA,seconda_dose,0
2021-01-19,ABR,prima_dose,91
2021-01-19,ABR,seconda_dose,20
2021-01-19,BAS,prima_dose,200
2021-01-19,BAS,seconda_dose,0
2021-01-19,SIC,prima_dose,1038
2021-01-19,SIC,seconda_dose,172
2021-01-19,UMB,prima_dose,103
2021-01-19,UMB,seconda_dose,0
2021-01-19,CAM,prima_dose,1091
2021-01-19,CAM,seconda_dose,3
2021-01-19,LAZ,prima_dose,3834
2021-01-19,LAZ,seconda_dose,453
2021-01-19,CAL,prima_dose,1078
2021-01-19,CAL,seconda_dose,10
2021-01-19,PIE,prima_dose,6285
2021-01-19,PIE,seconda_dose,102
2021-01-19,LIG,prima_dose,1089
2021-01-19,LIG,seconda_dose,85
2021-01-19,SAR,prima_dose,692
2021-01-19,SAR,seconda_dose,55
2021-01-19,TOS,prima_dose,1102
2021-01-19,TOS,seconda_dose,0
2021-01-19,LOM,prima_dose,7026
2021-01-19,LOM,seconda_dose,476
2021-01-19,PAT,prima_dose,402
2021-01-19,PAT,seconda_dose,0
2021-01-19,VEN,prima_dose,1161
2021-01-19,VEN,seconda_dose,149
2021-01-19,FVG,prima_dose,2
2021-01-19,FVG,seconda_dose,0
2021-01-19,EMR,prima_dose,1899
2021-01-19,EMR,seconda_dose,18
2021-01-20,UMB,prima_dose,612
2021-01-20,UMB,seconda_dose,0
2021-01-20,VEN,prima_dose,388
2021-01-20,VEN,seconda_dose,652
2021-01-20,PAT,prima_dose,275
2021-01-20,PAT,seconda_dose,12
2021-01-20,TOS,prima_dose,1083
2021-01-20,TOS,seconda_dose,248
2021-01-20,CAL,prima_dose,1264
2021-01-20,CAL,seconda_dose,1
2021-01-20,LAZ,prima_dose,2785
2021-01-20,LAZ,seconda_dose,1512
2021-01-20,FVG,prima_dose,11
2021-01-20,FVG,seconda_dose,738
2021-01-20,CAM,prima_dose,1257
2021-01-20,CAM,seconda_dose,0
2021-01-20,SIC,prima_dose,560
2021-01-20,SIC,seconda_dose,226
2021-01-20,PIE,prima_dose,5619
2021-01-20,PIE,seconda_dose,726
2021-01-20,SAR,prima_dose,207
2021-01-20,SAR,seconda_dose,2
2021-01-20,LOM,prima_dose,5073
2021-01-20,LOM,seconda_dose,114
2021-01-20,PAB,prima_dose,401
2021-01-20,PAB,seconda_dose,207
2021-01-20,PUG,prima_dose,1525
2021-01-20,PUG,seconda_dose,8
2021-01-20,MOL,prima_dose,18
2021-01-20,MOL,seconda_dose,0
2021-01-20,LIG,prima_dose,1173
2021-01-20,LIG,seconda_dose,11
2021-01-20,MAR,prima_dose,386
2021-01-20,MAR,seconda_dose,12
2021-01-20,ABR,prima_dose,445
2021-01-20,ABR,seconda_dose,2
2021-01-20,VDA,prima_dose,23
2021-01-20,VDA,seconda_dose,0
2021-01-20,BAS,prima_dose,84
2021-01-20,BAS,seconda_dose,0
2021-01-20,EMR,prima_dose,1123
2021-01-20,EMR,seconda_dose,1
2021-01-21,PUG,prima_dose,1266
2021-01-21,PUG,seconda_dose,847
2021-01-21,MAR,prima_dose,585
2021-01-21,MAR,seconda_dose,310
2021-01-21,LIG,prima_dose,458
2021-01-21,LIG,seconda_dose,371
2021-01-21,TOS,prima_dose,850
2021-01-21,TOS,seconda_dose,720
2021-01-21,MOL,prima_dose,6
2021-01-21,MOL,seconda_dose,0
2021-01-21,PAB,prima_dose,138
2021-01-21,PAB,seconda_dose,770
2021-01-21,ABR,prima_dose,157
2021-01-21,ABR,seconda_dose,0
2021-01-21,BAS,prima_dose,30
2021-01-21,BAS,seconda_dose,0
2021-01-21,VDA,prima_dose,33
2021-01-21,VDA,seconda_dose,0
2021-01-21,SIC,prima_dose,481
2021-01-21,SIC,seconda_dose,803
2021-01-21,CAM,prima_dose,676
2021-01-21,CAM,seconda_dose,1415
2021-01-21,LOM,prima_dose,4277
2021-01-21,LOM,seconda_dose,685
2021-01-21,FVG,prima_dose,0
2021-01-21,FVG,seconda_dose,891
2021-01-21,PIE,prima_dose,3208
2021-01-21,PIE,seconda_dose,3486
2021-01-21,SAR,prima_dose,94
2021-01-21,SAR,seconda_dose,32
2021-01-21,CAL,prima_dose,929
2021-01-21,CAL,seconda_dose,29
2021-01-21,PAT,prima_dose,227
2021-01-21,PAT,seconda_dose,122
2021-01-21,VEN,prima_dose,20
2021-01-21,VEN,seconda_dose,2239
2021-01-21,LAZ,prima_dose,196
2021-01-21,LAZ,seconda_dose,5024
2021-01-21,UMB,prima_dose,338
2021-01-21,UMB,seconda_dose,269
2021-01-21,EMR,prima_dose,666
2021-01-21,EMR,seconda_dose,1315
2021-01-22,ABR,prima_dose,118
2021-01-22,ABR,seconda_dose,0
2021-01-22,VDA,prima_dose,20
2021-01-22,VDA,seconda_dose,36
2021-01-22,BAS,prima_dose,66
2021-01-22,BAS,seconda_dose,0
2021-01-22,UMB,prima_dose,32
2021-01-22,UMB,seconda_dose,244
2021-01-22,CAM,prima_dose,672
2021-01-22,CAM,seconda_dose,850
2021-01-22,SIC,prima_dose,239
2021-01-22,SIC,seconda_dose,959
2021-01-22,LAZ,prima_dose,147
2021-01-22,LAZ,seconda_dose,3514
2021-01-22,FVG,prima_dose,2
2021-01-22,FVG,seconda_dose,90
2021-01-22,CAL,prima_dose,635
2021-01-22,CAL,seconda_dose,2
2021-01-22,PIE,prima_dose,2451
2021-01-22,PIE,seconda_dose,1344
2021-01-22,LIG,prima_dose,1085
2021-01-22,LIG,seconda_dose,473
2021-01-22,SAR,prima_dose,54
2021-01-22,SAR,seconda_dose,28
2021-01-22,TOS,prima_dose,525
2021-01-22,TOS,seconda_dose,2339
2021-01-22,LOM,prima_dose,2657
2021-01-22,LOM,seconda_dose,52
2021-01-22,VEN,prima_dose,27
2021-01-22,VEN,seconda_dose,1054
2021-01-22,PAT,prima_dose,313
2021-01-22,PAT,seconda_dose,1295
2021-01-22,PUG,prima_dose,992
2021-01-22,PUG,seconda_dose,415
2021-01-22,MAR,prima_dose,194
2021-01-22,MAR,seconda_dose,293
2021-01-22,MOL,prima_dose,126
2021-01-22,MOL,seconda_dose,0
2021-01-22,PAB,prima_dose,124
2021-01-22,PAB,seconda_dose,101
2021-01-22,EMR,prima_dose,937
2021-01-22,EMR,seconda_dose,740
2021-01-23,VEN,prima_dose,35
2021-01-23,VEN,seconda_dose,4027
2021-01-23,LAZ,prima_dose,255
2021-01-23,LAZ,seconda_dose,6628
2021-01-23,PAT,prima_dose,384
2021-01-23,PAT,seconda_dose,187
2021-01-23,TOS,prima_dose,639
2021-01-23,TOS,seconda_dose,3326
2021-01-23,CAL,prima_dose,323
2021-01-23,CAL,seconda_dose,41
2021-01-23,FVG,prima_dose,4
2021-01-23,FVG,seconda_dose,810
2021-01-23,PIE,prima_dose,877
2021-01-23,PIE,seconda_dose,3311
2021-01-23,SAR,prima_dose,0
2021-01-23,SAR,seconda_dose,60
2021-01-23,LIG,prima_dose,145
2021-01-23,LIG,seconda_dose,655
2021-01-23,SIC,prima_dose,224
2021-01-23,SIC,seconda_dose,3777
2021-01-23,CAM,prima_dose,272
2021-01-23,CAM,seconda_dose,3566
2021-01-23,LOM,prima_dose,845
2021-01-23,LOM,seconda_dose,198
2021-01-23,PAB,prima_dose,0
2021-01-23,PAB,seconda_dose,195
2021-01-23,MAR,prima_dose,123
2021-01-23,MAR,seconda_dose,434
2021-01-23,PUG,prima_dose,877
2021-01-23,PUG,seconda_dose,2144
2021-01-23,ABR,prima_dose,57
2021-01-23,ABR,seconda_dose,206
2021-01-23,BAS,prima_dose,33
2021-01-23,BAS,seconda_dose,672
2021-01-23,UMB,prima_dose,2
2021-01-23,UMB,seconda_dose,275
2021-01-23,EMR,prima_dose,404
2021-01-23,EMR,seconda_dose,2002
2021-01-24,ABR,prima_dose,6
2021-01-24,ABR,seconda_dose,44
2021-01-24,PAB,prima_dose,0
2021-01-24,PAB,seconda_dose,12
2021-01-24,BAS,prima_dose,58
2021-01-24,BAS,seconda_dose,773
2021-01-24,FVG,prima_dose,1
2021-01-24,FVG,seconda_dose,304
2021-01-24,SIC,prima_dose,147
2021-01-24,SIC,seconda_dose,4117
2021-01-24,LOM,prima_dose,502
2021-01-24,LOM,seconda_dose,662
2021-01-24,UMB,prima_dose,1
2021-01-24,UMB,seconda_dose,253
2021-01-24,CAM,prima_dose,383
2021-01-24,CAM,seconda_dose,3744
2021-01-24,PIE,prima_dose,432
2021-01-24,PIE,seconda_dose,2716
2021-01-24,SAR,prima_dose,5
2021-01-24,SAR,seconda_dose,85
2021-01-24,PAT,prima_dose,222
2021-01-24,PAT,seconda_dose,323
2021-01-24,VEN,prima_dose,28
2021-01-24,VEN,seconda_dose,4087
2021-01-24,CAL,prima_dose,39
2021-01-24,CAL,seconda_dose,5
2021-01-24,LAZ,prima_dose,385
2021-01-24,LAZ,seconda_dose,5082
2021-01-24,PUG,prima_dose,146
2021-01-24,PUG,seconda_dose,1513
2021-01-24,LIG,prima_dose,115
2021-01-24,LIG,seconda_dose,632
2021-01-24,MAR,prima_dose,17
2021-01-24,MAR,seconda_dose,862
2021-01-24,TOS,prima_dose,199
2021-01-24,TOS,seconda_dose,3148
2021-01-24,EMR,prima_dose,300
2021-01-24,EMR,seconda_dose,2141
2021-01-25,CAL,prima_dose,132
2021-01-25,CAL,seconda_dose,891
2021-01-25,CAM,prima_dose,164
2021-01-25,CAM,seconda_dose,5580
2021-01-25,SIC,prima_dose,319
2021-01-25,SIC,seconda_dose,7058
2021-01-25,UMB,prima_dose,5
2021-01-25,UMB,seconda_dose,642
2021-01-25,LAZ,prima_dose,421
2021-01-25,LAZ,seconda_dose,7340
2021-01-25,FVG,prima_dose,193
2021-01-25,FVG,seconda_dose,1387
2021-01-25,LIG,prima_dose,463
2021-01-25,LIG,seconda_dose,2108
2021-01-25,TOS,prima_dose,247
2021-01-25,TOS,seconda_dose,4870
2021-01-25,SAR,prima_dose,22
2021-01-25,SAR,seconda_dose,566
2021-01-25,VEN,prima_dose,170
2021-01-25,VEN,seconda_dose,6196
2021-01-25,PAT,prima_dose,23
2021-01-25,PAT,seconda_dose,743
2021-01-25,LOM,prima_dose,448
2021-01-25,LOM,seconda_dose,6300
2021-01-25,PIE,prima_dose,980
2021-01-25,PIE,seconda_dose,5227
2021-01-25,PUG,prima_dose,421
2021-01-25,PUG,seconda_dose,3243
2021-01-25,MAR,prima_dose,97
2021-01-25,MAR,seconda_dose,1498
2021-01-25,PAB,prima_dose,3
2021-01-25,PAB,seconda_dose,426
2021-01-25,MOL,prima_dose,3
2021-01-25,MOL,seconda_dose,316
2021-01-25,VDA,prima_dose,0
2021-01-25,VDA,seconda_dose,147
2021-01-25,BAS,prima_dose,74
2021-01-25,BAS,seconda_dose,944
2021-01-25,ABR,prima_dose,20
2021-01-25,ABR,seconda_dose,1583
2021-01-25,EMR,prima_dose,221
2021-01-25,EMR,seconda_dose,6090
2021-01-26,MAR,prima_dose,92
2021-01-26,MAR,seconda_dose,1804
2021-01-26,PAB,prima_dose,1
2021-01-26,PAB,seconda_dose,807
2021-01-26,MOL,prima_dose,8
2021-01-26,MOL,seconda_dose,442
2021-01-26,PUG,prima_dose,564
2021-01-26,PUG,seconda_dose,4578
2021-01-26,VDA,prima_dose,0
2021-01-26,VDA,seconda_dose,139
2021-01-26,ABR,prima_dose,29
2021-01-26,ABR,seconda_dose,1513
2021-01-26,BAS,prima_dose,101
2021-01-26,BAS,seconda_dose,693
2021-01-26,CAL,prima_dose,271
2021-01-26,CAL,seconda_dose,1502
2021-01-26,UMB,prima_dose,18
2021-01-26,UMB,seconda_dose,796
2021-01-26,LAZ,prima_dose,371
2021-01-26,LAZ,seconda_dose,7229
2021-01-26,FVG,prima_dose,211
2021-01-26,FVG,seconda_dose,1758
2021-01-26,PIE,prima_dose,731
2021-01-26,PIE,seconda_dose,5589
2021-01-26,TOS,prima_dose,218
2021-01-26,TOS,seconda_dose,5172
2021-01-26,SAR,prima_dose,27
2021-01-26,SAR,seconda_dose,1308
2021-01-26,LIG,prima_dose,66
2021-01-26,LIG,seconda_dose,2235
2021-01-26,SIC,prima_dose,233
2021-01-26,SIC,seconda_dose,8826
2021-01-26,CAM,prima_dose,352
2021-01-26,CAM,seconda_dose,6941
2021-01-26,PAT,prima_dose,26
2021-01-26,PAT,seconda_dose,472
2021-01-26,LOM,prima_dose,303
2021-01-26,LOM,seconda_dose,7647
2021-01-26,VEN,prima_dose,157
2021-01-26,VEN,seconda_dose,6744
2021-01-26,EMR,prima_dose,219
2021-01-26,EMR,seconda_dose,8104
2021-01-27,VDA,prima_dose,79
2021-01-27,VDA,seconda_dose,72
2021-01-27,BAS,prima_dose,112
2021-01-27,BAS,seconda_dose,297
2021-01-27,LOM,prima_dose,698
2021-01-27,LOM,seconda_dose,7005
2021-01-27,FVG,prima_dose,447
2021-01-27,FVG,seconda_dose,822
2021-01-27,UMB,prima_dose,13
2021-01-27,UMB,seconda_dose,825
2021-01-27,CAM,prima_dose,161
2021-01-27,CAM,seconda_dose,7570
2021-01-27,SIC,prima_dose,182
2021-01-27,SIC,seconda_dose,7123
2021-01-27,PIE,prima_dose,999
2021-01-27,PIE,seconda_dose,3193
2021-01-27,SAR,prima_dose,79
2021-01-27,SAR,seconda_dose,1312
2021-01-27,VEN,prima_dose,191
2021-01-27,VEN,seconda_dose,6857
2021-01-27,PAT,prima_dose,72
2021-01-27,PAT,seconda_dose,579
2021-01-27,CAL,prima_dose,396
2021-01-27,CAL,seconda_dose,1012
2021-01-27,LAZ,prima_dose,651
2021-01-27,LAZ,seconda_dose,5115
2021-01-27,LIG,prima_dose,134
2021-01-27,LIG,seconda_dose,1392
2021-01-27,MAR,prima_dose,122
2021-01-27,MAR,seconda_dose,1877
2021-01-27,PUG,prima_dose,550
2021-01-27,PUG,seconda_dose,3780
2021-01-27,TOS,prima_dose,196
2021-01-27,TOS,seconda_dose,4587
2021-01-27,MOL,prima_dose,8
2021-01-27,MOL,seconda_dose,666
2021-01-27,ABR,prima_dose,39
2021-01-27,ABR,seconda_dose,1325
2021-01-27,PAB,prima_dose,1
2021-01-27,PAB,seconda_dose,83
2021-01-27,EMR,prima_dose,428
2021-01-27,EMR,seconda_dose,7808
2021-01-28,LIG,prima_dose,16
2021-01-28,LIG,seconda_dose,2604
2021-01-28,TOS,prima_dose,335
2021-01-28,TOS,seconda_dose,5908
2021-01-28,VEN,prima_dose,102
2021-01-28,VEN,seconda_dose,8841
2021-01-28,PAT,prima_dose,48
2021-01-28,PAT,seconda_dose,471
2021-01-28,LOM,prima_dose,557
2021-01-28,LOM,seconda_dose,11081
2021-01-28,MOL,prima_dose,17
2021-01-28,MOL,seconda_dose,596
2021-01-28,PUG,prima_dose,460
2021-01-28,PUG,seconda_dose,4731
2021-01-28,PAB,prima_dose,9
2021-01-28,PAB,seconda_dose,786
2021-01-28,MAR,prima_dose,167
2021-01-28,MAR,seconda_dose,1805
2021-01-28,VDA,prima_dose,56
2021-01-28,VDA,seconda_dose,234
2021-01-28,BAS,prima_dose,119
2021-01-28,BAS,seconda_dose,783
2021-01-28,ABR,prima_dose,12
2021-01-28,ABR,seconda_dose,1420
2021-01-28,CAL,prima_dose,84
2021-01-28,CAL,seconda_dose,1918
2021-01-28,SAR,prima_dose,69
2021-01-28,SAR,seconda_dose,2883
2021-01-28,LAZ,prima_dose,459
2021-01-28,LAZ,seconda_dose,7495
2021-01-28,UMB,prima_dose,19
2021-01-28,UMB,seconda_dose,1221
2021-01-28,CAM,prima_dose,134
2021-01-28,CAM,seconda_dose,8693
2021-01-28,SIC,prima_dose,395
2021-01-28,SIC,seconda_dose,8699
2021-01-28,FVG,prima_dose,351
2021-01-28,FVG,seconda_dose,1880
2021-01-28,PIE,prima_dose,349
2021-01-28,PIE,seconda_dose,5049
2021-01-28,EMR,prima_dose,322
2021-01-28,EMR,seconda_dose,9707
2021-01-29,VDA,prima_dose,2
2021-01-29,VDA,seconda_dose,314
2021-01-29,ABR,prima_dose,74
2021-01-29,ABR,seconda_dose,1312
2021-01-29,BAS,prima_dose,62
2021-01-29,BAS,seconda_dose,549
2021-01-29,LAZ,prima_dose,435
2021-01-29,LAZ,seconda_dose,6322
2021-01-29,CAL,prima_dose,233
2021-01-29,CAL,seconda_dose,1759
2021-01-29,UMB,prima_dose,73
2021-01-29,UMB,seconda_dose,1044
2021-01-29,FVG,prima_dose,1
2021-01-29,FVG,seconda_dose,2130
2021-01-29,PIE,prima_dose,412
2021-01-29,PIE,seconda_dose,5335
2021-01-29,LIG,prima_dose,45
2021-01-29,LIG,seconda_dose,2577
2021-01-29,SAR,prima_dose,48
2021-01-29,SAR,seconda_dose,2893
2021-01-29,TOS,prima_dose,292
2021-01-29,TOS,seconda_dose,5799
2021-01-29,SIC,prima_dose,359
2021-01-29,SIC,seconda_dose,8798
2021-01-29,LOM,prima_dose,456
2021-01-29,LOM,seconda_dose,11979
2021-01-29,PAT,prima_dose,45
2021-01-29,PAT,seconda_dose,1028
2021-01-29,VEN,prima_dose,310
2021-01-29,VEN,seconda_dose,8465
2021-01-29,CAM,prima_dose,47
2021-01-29,CAM,seconda_dose,10002
2021-01-29,MAR,prima_dose,168
2021-01-29,MAR,seconda_dose,1733
2021-01-29,MOL,prima_dose,6
2021-01-29,MOL,seconda_dose,415
2021-01-29,PAB,prima_dose,21
2021-01-29,PAB,seconda_dose,1250
2021-01-29,PUG,prima_dose,394
2021-01-29,PUG,seconda_dose,5506
2021-01-29,EMR,prima_dose,266
2021-01-29,EMR,seconda_dose,9904
2021-01-30,FVG,prima_dose,0
2021-01-30,FVG,seconda_dose,1071
2021-01-30,CAM,prima_dose,31
2021-01-30,CAM,seconda_dose,9238
2021-01-30,SIC,prima_dose,141
2021-01-30,SIC,seconda_dose,6574
2021-01-30,UMB,prima_dose,15
2021-01-30,UMB,seconda_dose,912
2021-01-30,PIE,prima_dose,40
2021-01-30,PIE,seconda_dose,5363
2021-01-30,SAR,prima_dose,343
2021-01-30,SAR,seconda_dose,3299
2021-01-30,LOM,prima_dose,157
2021-01-30,LOM,seconda_dose,10850
2021-01-30,VEN,prima_dose,433
2021-01-30,VEN,seconda_dose,7061
2021-01-30,PAT,prima_dose,150
2021-01-30,PAT,seconda_dose,0
2021-01-30,TOS,prima_dose,102
2021-01-30,TOS,seconda_dose,3919
2021-01-30,CAL,prima_dose,267
2021-01-30,CAL,seconda_dose,1580
2021-01-30,LAZ,prima_dose,340
2021-01-30,LAZ,seconda_dose,5114
2021-01-30,LIG,prima_dose,4
2021-01-30,LIG,seconda_dose,1012
2021-01-30,MAR,prima_dose,24
2021-01-30,MAR,seconda_dose,1500
2021-01-30,PUG,prima_dose,284
